Run_ID,Method,Solution_ID,Net_AEP_GWh,Total_Cost_USD,Wake_Loss_Percentage,Electrical_Loss_Percentage,Num_Strings
1,Baseline,0,861.211110,785740.350592,0.000000,0.651082,9
1,Baseline,1,861.211110,785740.350592,0.000000,0.651082,9
1,Baseline,2,854.931474,774954.753992,0.000000,0.664127,9
1,Baseline,3,854.931474,774954.753992,0.000000,0.664127,9
1,Baseline,4,853.918243,778675.457592,0.000000,0.655644,9
1,Baseline,5,853.918243,778675.457592,0.000000,0.655644,9
1,Baseline,6,847.812689,814932.829675,0.000000,0.621018,10
1,Baseline,7,847.812689,814932.829675,0.000000,0.621018,10
1,Baseline,8,837.821601,754103.325060,0.000000,0.533253,10
1,Baseline,9,837.821601,754103.325060,0.000000,0.533253,10
1,Baseline,10,835.322440,692455.145745,0.000000,0.572315,9
1,Baseline,11,835.322440,692455.145745,0.000000,0.572315,9
1,Baseline,12,828.367438,721650.690323,0.000000,0.539602,10
1,Baseline,13,828.040759,681849.984809,0.000000,0.578826,9
1,Baseline,14,826.039799,710446.729702,0.000000,0.567175,10
1,Baseline,15,826.039799,710446.729702,0.000000,0.567175,10
1,Baseline,16,812.938665,672096.331217,0.000000,0.572051,9
1,Baseline,17,812.938665,672096.331217,0.000000,0.572051,9
1,Baseline,18,819.577479,658283.524900,0.000000,0.603200,9
1,Baseline,19,819.967062,707242.827471,0.000000,0.555952,10
1,Baseline,20,807.488352,669412.163894,0.000000,0.596051,9
1,Baseline,21,807.488352,669412.163894,0.000000,0.596051,9
1,Baseline,22,806.476384,691264.732358,0.000000,0.609657,9
1,Baseline,23,807.060690,780843.954859,0.000000,0.537647,8
1,Baseline,24,806.476384,691264.732358,0.000000,0.609657,9
1,Baseline,25,807.060690,780843.954859,0.000000,0.537647,8
1,Baseline,26,806.698008,714918.550002,0.000000,0.582345,10
1,Baseline,27,806.476384,691264.732358,0.000000,0.609657,9
1,Baseline,28,806.476384,691264.732358,0.000000,0.609657,9
1,Baseline,29,806.476384,691264.732358,0.000000,0.609657,9
1,Baseline,30,806.476384,691264.732358,0.000000,0.609657,9
1,Baseline,31,806.476384,691264.732358,0.000000,0.609657,9
1,Baseline,32,806.476384,691264.732358,0.000000,0.609657,9
1,Baseline,33,806.476384,691264.732358,0.000000,0.609657,9
1,Baseline,34,806.476384,691264.732358,0.000000,0.609657,9
1,Baseline,35,806.476384,691264.732358,0.000000,0.609657,9
1,Baseline,36,806.476384,691264.732358,0.000000,0.609657,9
1,Baseline,37,806.476384,691264.732358,0.000000,0.609657,9
1,Baseline,38,806.476384,691264.732358,0.000000,0.609657,9
1,Baseline,39,806.476384,691264.732358,0.000000,0.609657,9
1,Baseline,40,806.476384,691264.732358,0.000000,0.609657,9
1,Baseline,41,806.476384,691264.732358,0.000000,0.609657,9
1,Baseline,42,806.476384,691264.732358,0.000000,0.609657,9
1,Baseline,43,806.476384,691264.732358,0.000000,0.609657,9
1,Baseline,44,806.476384,691264.732358,0.000000,0.609657,9
1,Baseline,45,806.476384,691264.732358,0.000000,0.609657,9
1,Baseline,46,806.476384,691264.732358,0.000000,0.609657,9
1,Baseline,47,806.476384,691264.732358,0.000000,0.609657,9
