Run_ID,Seed,Method,Turbine_Count,Net_AEP_GWh,Total_Cost_USD,Turbine_Coords_X,Turbine_Coords_Y,Substation_X,Substation_Y,N_Grupos
1,613142605,Baseline,36,835.322440314374,692455.145744824666,"-55.195285110514,844.905611066844,358.891604875458,-325.222913235077,-586.020025023574,-518.820055465506,444.482237681898,938.160380181875,125.269742230691,-1239.819084686951,-1325.332378296293,199.523398614144,1266.922468056709,2305.188191388490,1018.420430322951,-1080.974114595756,-1830.266502723734,-683.778735585971,760.894765938222,2810.804034312654,2162.081350515796,1671.145517469758,392.440491848627,-250.544197701376,-828.130082553518,-1858.975163902375,-2417.192294639056,-2228.844917222832,-2486.510899452397,-2784.169132329066,-1774.965043698539,-676.380949230291,-168.350257370709,151.174952683949,1795.570205155047,2303.346147081788","-11.471952888793,-174.231941537654,637.550109993572,817.333110185981,492.479241458033,-699.878644776550,-800.014840666249,902.340098972589,1122.089447183150,374.864445676444,-432.015530275147,-1090.997039919894,-273.001369079497,-52.193215197052,1507.894860079070,2023.303199829265,0.842390969748,-1871.942217276511,-1365.224645923662,814.229575607406,1206.909865581420,1871.554829561852,2801.363776941883,2390.688341113820,2271.025820844377,1630.968247198517,1060.947987279626,137.649171699192,-250.997611443678,-647.930323309159,-1250.537691798176,-2244.813676880418,-2536.820153715068,-2479.537527273510,-1743.184865889654,-1581.738003083599",-190.932846586956,356.611160647390,9
1,613142605,Sequential,36,945.451200113478,1214265.483048179187,"-1050.348270520511,-3505.970731228895,-566.701173650518,-1690.433444310459,-816.696506817746,3518.827561504288,-1912.991706894227,4101.272691003891,1488.157708033905,-3576.735944799477,904.694275105080,-4796.365571011243,-4585.725171889690,4397.218248081443,2362.085973011345,-534.485131486152,-1810.659652157065,-4.032987755146,4583.315348193577,4890.183823250856,-170.949890878118,-4620.238448858567,-1534.042342009012,-1438.777727176007,-1143.991238725141,1601.823526531482,-2769.172584504566,-4577.225400038801,3237.392206394223,-1821.514633494697,-2254.282807121180,982.056950456493,-653.343034965581,3560.589160676311,1194.576044439345,337.303094184798","929.688896116653,-2569.028197242106,3755.957551501474,1825.126483949138,-3008.225884169211,757.065337667952,-507.268512509553,-589.189166953168,1774.678954262576,1459.012227473568,-3978.673551467440,1412.401256448744,-1992.768086832303,2380.015058511095,2952.911143089632,-3396.628255532421,-2170.191386223737,-4711.736809675220,907.513354058046,-1042.162259351029,2082.455208857805,1911.386061393403,2980.782355356912,214.009780218711,4537.269504800280,-134.360396763192,2549.610360667045,103.078760414487,-1996.888883967204,-4656.402521256585,-446.752074888161,-4593.756810807838,-2050.755869168149,2264.151010224592,-2289.359992064496,-1202.248209928924",-533.753685843494,103.038262033281,9
1,613142605,Proposed,36,937.803810792392,1089500.445927989436,"-3514.779795861565,1087.338845563870,2472.794589609473,810.561651187960,-1849.037310689886,-1021.651227657082,-726.141906169890,1736.309474000106,2094.254851848702,-1398.358016022723,-3320.431893020517,-256.256384336041,4869.539086195209,3056.583033367528,-2104.031071330840,-4967.314987033255,-2960.729601671191,4396.493857900173,3268.653066747538,2649.517813103065,-2344.586083988997,1415.323949319685,1964.518205056360,-3717.298663233089,-469.582867383537,-4687.098171908508,-280.895080851269,-2322.750643188976,3196.169117883134,1554.490569418577,680.893571087613,283.449690804480,-2094.141069993629,2179.617561128458,671.124010281111,1533.508323357416","-285.471594269032,-1584.396499083916,1510.991571097537,1090.769749493644,3538.218518384890,-981.916119260328,21.482836391628,412.577600109248,1629.736968223652,-3766.390440549235,-2953.133614525844,1135.577975058749,-35.905040084258,-840.303846454829,-1438.951114988438,82.201510709501,1743.853519918712,2222.475015549076,1397.232424753402,-3120.303511685463,-1839.402734234355,2203.293590583608,3654.729827138351,1466.018136729248,3863.433477550611,-280.058247967579,4837.382755847105,2280.728846594823,2646.595244214021,-4712.132436823163,-2144.588413026491,-4991.959161770341,-2246.695700472662,-1204.640598827788,-3386.126936126216,-3820.165020451717",52.390458153318,-108.201151729274,36
2,1062191415,Baseline,36,838.249488756373,854035.274331461638,"103.310012889012,803.840121656151,330.519161046340,-343.481166107705,-948.281764959572,-436.394827503741,515.579506068137,1676.975192924824,158.107512832013,-1220.626402076751,-1057.241543012652,104.041643837117,1104.499843667630,1719.243282669069,1090.001249770712,-1028.985909531834,-2057.430775960021,-838.045594558468,988.818110320310,2496.016107533342,1926.601535482332,1824.397382867485,531.074908014929,108.934217627498,-955.517758463823,-2069.477542303673,-2698.785100953061,-2715.355325164961,-2618.829727687946,-2490.929116903666,-1752.882313350880,-986.205566237684,-166.813258990964,349.590028402170,1355.797345977481,2244.873763391096","-204.362735932776,22.522627821863,532.737446212972,1011.402192932101,383.837776432012,-728.516937213775,-537.498137177360,236.025206754264,1537.305470006757,675.595398213615,-277.254356420145,-1505.982523997842,-300.618382347335,-56.821150020904,1840.764499402932,1763.654771474015,-360.989179255263,-1938.680410092198,-1397.388524431558,835.874650417175,976.122183891368,2295.533896640788,2668.178311317095,3042.373589672080,2056.925343107649,1433.211580713976,900.496689505871,395.611350509236,-340.689855323001,-1185.346917595920,-1744.299920565666,-2473.766640869920,-2664.828093674388,-2313.913049472723,-1663.967338639289,-876.476928136615",18.860121544783,366.350956964770,8
2,1062191415,Sequential,36,946.721001448248,1189093.120527607389,"4064.706536981760,-1097.938477003720,-6.058788436564,-2387.617462142597,-3476.923452875399,1422.018378211877,-790.571104631033,3120.987740495181,1185.759282640783,299.873573795641,-2967.646749595998,-825.965871546563,3722.590282813275,786.540953588027,-4442.385834503144,2407.399469994022,-4528.608319683026,4982.995193676434,1768.909115324878,2728.944741874898,-2507.792723414367,-1150.764578142720,-2062.391355973745,4841.616703036773,-2683.823322036280,-1417.293971883790,-2747.564091107457,858.421096719712,-223.009126414196,-2347.500950540340,-2507.720154873080,3152.162060924415,4777.367311875778,1546.518791078609,1480.871968634082,10.740929910226","1104.564164114115,4800.046815503642,2637.010967682833,169.958065161098,-3222.837724951639,-197.813795976089,3293.455397399595,-3906.332746154478,-4463.599801978730,-3349.525896887114,2895.009354814466,-4041.022258705590,-186.025521221737,-2598.654294830437,1676.390403711501,-1406.820978723088,618.388251246828,412.018081881804,2627.433039864289,-1253.388596513691,-1190.136124026552,-2845.477247619410,1313.739343988273,1238.994232850174,-2453.835046950791,2758.629647066359,4177.426428467275,2355.722290064753,-1514.047505723613,-4414.661854232122,-805.123488765103,-323.380193285036,-899.520230446553,1381.226818303613,-1589.750549156758,-647.376050049026",793.981331746209,-714.244218497191,9
2,1062191415,Proposed,36,946.207978962438,1090704.717798949918,"1775.045231874632,-3639.432489282420,3725.621647637456,2457.506400529973,-646.297741824602,646.059204029520,-2933.236572821953,1061.625584773326,3150.920883951563,-2521.332809077244,-595.613277858356,-3565.296995593823,-1683.680785771452,-3063.875281253705,-1582.625643609772,3508.501764713918,-3703.563609646708,-1794.106902103395,3402.189339474790,-2746.491533178152,-4687.960385495566,-978.207163619873,-3736.085065877255,2091.368882200374,-1113.294229056170,-2220.831330002265,-1717.837877653663,1380.229300632196,-2262.550394919168,176.660941832775,-2159.022291956723,2303.148863614504,-2198.540823581233,-95.579334777662,1021.070085295115,1635.416236733230","959.151708925585,1312.367053863206,-3334.627916073271,-2564.725866971546,-1210.223094244544,1865.979558989721,911.779467989794,4156.632321929172,-532.196931929049,2754.138484033213,-4964.397730162122,3505.518126213251,585.544608587410,-3510.558049117765,1615.777744550627,2742.751384243777,120.874417245676,4115.038927059629,3664.028888855012,1436.931126149531,1738.685544894265,-2044.315395487058,-1273.682418065955,-516.032364338533,-4874.482122190031,-2937.123976090902,-1056.473580242233,2496.507301391291,4420.508471787910,501.388028382756,3536.639275701501,-2894.775009192551,-1776.649303703935,4989.124830551837,-2040.146679420304,1558.955436434003",-591.947171435216,373.830896404149,36
3,1682041335,Baseline,36,831.670849626877,789450.353503144230,"360.855157250221,835.701235592516,315.278266157036,-585.517749916130,-732.037795154333,-532.572409669682,475.917074590451,994.010623500466,-37.955199760585,-957.256706867639,-1143.652973910602,159.686837516825,1231.519409314278,1862.681761415119,608.591510648649,-955.954963160969,-1701.941665666486,-857.718246217469,637.235786366903,2296.753493434780,2485.852546657284,1698.994707834483,401.422916705040,-140.320294119543,-778.749845792957,-1786.227482265655,-2368.816148987745,-2627.158139923585,-2507.199636258413,-2302.190560991265,-2081.774887221158,-845.681243219464,-231.896644440183,465.141735646806,2043.344713643590,2192.423650437390","29.026768433660,-298.500669444939,560.110727893499,516.806282905198,179.534541210688,-133.790138403960,-577.325575033422,603.619025811623,1306.510175066378,710.692343620648,-704.008372920308,-1462.013201136798,-760.186765387188,-253.922811297200,1787.361062971776,1697.763742576478,-39.922561351168,-2027.208993502405,-1669.168497986125,523.487691491516,1595.701541945969,1949.994187495746,2288.778080087141,2347.524656694854,2102.493065021083,1891.115430879533,1128.114023098036,360.177642044391,-401.202063077160,-1021.768756110130,-1867.416284000589,-2528.651235261367,-2296.377172129736,-2389.691639849926,-1834.558600204635,-1380.633126667112",-354.482972673052,-41.062607586230,11
3,1682041335,Sequential,36,944.437831457006,2005545.892297028331,"1345.224577911637,-3056.556348760648,508.824106886519,-27.973719117148,567.847609318922,-1261.690265609364,500.495993358003,3284.009731490424,1631.164589545030,-3967.256578800042,-4462.650674643165,669.262736118703,1767.584288298721,4153.526482886850,-2419.775483532226,3059.686661546726,-4998.254940922874,-1971.679399330353,-2764.161391413942,4803.067956449263,1913.979658228560,3423.364767394129,354.536001309780,-850.400409739433,-1781.457855830680,-1014.672622440317,-3077.897430531084,-2760.398176298681,1410.338938006013,-917.946368144483,-1673.655645146413,-1047.300668430798,-202.072999440843,77.148014987604,-52.059247533645,3314.896437637086","-4815.638154490271,-2137.490876229145,-4310.938235070345,4999.921746491514,506.973179820246,1146.045257692077,-2588.141145587797,92.033033348948,2655.583761703677,1671.729525374812,-558.196297746335,-249.931017795567,-3556.484108069118,-2327.964986354853,3323.376999016860,2016.961231146862,132.089157541698,-2317.464210051529,-2833.609007599397,-1078.132353878599,1174.342125357645,3045.111514152102,4358.420458816436,-562.512258384671,1784.075762191891,2399.165468713061,2930.546040633358,2342.813457770980,-10.848391463198,-1703.439957878687,-1141.180624430561,-3148.507603914770,-4812.439517317479,-3004.745639975849,-848.150279595008,-1739.086338577520",-246.747479882644,-693.427605996671,7
3,1682041335,Proposed,36,932.667754816427,2771151.316513903905,"-2239.020082843466,296.951467097190,2857.204632097816,-1556.212070901156,-2979.146109473956,-2812.987398283724,2560.508556329709,-1124.944538678047,1720.719776742368,4757.726355740388,-469.449641281797,3717.126153384319,424.445262246850,1070.169222758521,-100.586169981607,2865.921643270472,-2874.341376154745,1029.052835119031,4234.007804848232,-3643.970329988771,-3599.565769306471,1226.042279992625,610.144708411895,-701.268351330832,1347.411364789326,-4673.248886724601,-3163.451743486764,107.422713082615,483.624167262809,459.952424820489,2351.170325773496,2833.285058683332,-1610.319903904511,-3806.247482526407,-324.692433964967,2642.231756240644","1983.620312001626,-978.371525596324,-3066.677210282118,-716.791464354616,-1689.700375964609,3214.327262823575,1302.938162947190,4474.539700300089,851.683648308021,-1215.244222472428,806.970219179219,2599.433510223873,-3635.739647793794,-1499.803826974867,3686.141540292796,-542.437317950673,950.927859741758,1194.744196722871,-1982.495998326313,3077.423530258039,-2666.947352672494,266.722397891889,-2640.374534518801,-2235.120207208623,-4388.325531988415,1052.360368010540,-3479.723426029236,1831.653433831335,2014.991456926297,3157.883585065421,558.518156127718,2893.097380397497,56.632821117083,-1655.928282101592,4885.298937480605,3842.503163658865",162.479534882254,403.479433072407,5
4,150091470,Baseline,36,845.651754250988,637051.833160073264,"174.879480328828,752.927890761973,522.522250245194,-714.983053357022,-590.354437810576,-461.341177655542,416.363566375003,1198.009221892929,-206.341521226831,-1484.113414143989,-1216.413596846792,-34.336359022772,1180.377027575616,1965.563144216030,1150.009695913783,-855.979364378001,-1954.138177186115,-1082.837413214183,1134.715624742299,2527.556774643141,2177.498341838314,1708.462595486544,772.991499962147,-106.952828927009,-523.836305661272,-2081.552810942356,-2364.270430431185,-2496.668155815833,-2641.129121527036,-2506.618355320728,-2078.564469611134,-875.847547294095,126.712676166979,503.809282603765,1675.806295798002,2229.270030739518","8.662545064327,-63.135267715311,1165.409554496098,925.891336541691,195.146157336617,-790.781899648488,-1022.582438574873,524.226381118257,1402.395968731620,742.772149678834,-554.692228655466,-1358.138692621200,-354.503243649490,94.920793617911,1442.824327648246,1563.681357765757,-48.810236726040,-1760.479709290926,-1698.754313670753,266.023935373319,1551.794686475583,1575.563893948302,2107.755069545774,2851.442011655673,1902.842191524845,1646.511010255809,1418.278665529568,127.751653224307,-416.875259996585,-1102.519887515611,-1807.199740758742,-2410.298686361460,-2846.070414594826,-2178.669495319082,-1561.796996826299,-1435.264576008857",-349.234018294680,243.513232496054,12
