Run_ID,Method,Solution_ID,Net_AEP_GWh,Total_Cost_USD,Wake_Loss_Percentage,Electrical_Loss_Percentage,Num_Strings
1,Baseline,0,425.214631,268711.541940,0.000000,0.298121,11
1,Baseline,1,425.214631,268711.541940,0.000000,0.298121,11
1,Baseline,2,424.807465,298530.366729,0.000000,0.393591,6
1,Baseline,3,424.807465,298530.366729,0.000000,0.393591,6
1,Baseline,4,423.223322,213146.395397,0.000000,0.274174,16
1,Baseline,5,423.223322,213146.395397,0.000000,0.274174,16
1,Baseline,6,423.124805,203879.414213,0.000000,0.262346,16
1,Baseline,7,423.124805,203879.414213,0.000000,0.262346,16
1,Baseline,8,423.223322,213146.395397,0.000000,0.274174,16
1,Baseline,9,423.124805,203879.414213,0.000000,0.262346,16
1,Baseline,10,423.124805,203879.414213,0.000000,0.262346,16
1,Baseline,11,418.080569,203544.524963,0.000000,0.265068,16
1,Baseline,12,418.080569,203544.524963,0.000000,0.265068,16
1,Baseline,13,416.829246,206243.577918,0.000000,0.269377,16
1,Baseline,14,416.829246,206243.577918,0.000000,0.269377,16
1,Baseline,15,405.354121,196216.021952,0.000000,0.263551,16
1,Baseline,16,405.354121,196216.021952,0.000000,0.263551,16
1,Baseline,17,403.726029,194435.874631,0.000000,0.262216,16
1,Baseline,18,403.726029,194435.874631,0.000000,0.262216,16
1,Baseline,19,403.271832,191180.141640,0.000000,0.258127,16
1,Baseline,20,403.271832,191180.141640,0.000000,0.258127,16
1,Baseline,21,403.247157,188104.824411,0.000000,0.254001,16
1,Baseline,22,403.247157,188104.824411,0.000000,0.254001,16
1,Baseline,23,401.583521,182907.293198,0.000000,0.248020,16
1,Baseline,24,401.583521,182907.293198,0.000000,0.248020,16
1,Baseline,25,400.551923,183245.907606,0.000000,0.249117,16
1,Baseline,26,400.551923,183245.907606,0.000000,0.249117,16
1,Baseline,27,396.031191,184142.484197,0.000000,0.253183,16
1,Baseline,28,396.031191,184142.484197,0.000000,0.253183,16
1,Baseline,29,394.023452,178504.545712,0.000000,0.246698,16
1,Baseline,30,394.023452,178504.545712,0.000000,0.246698,16
1,Baseline,31,389.667946,163128.755359,0.000000,0.228011,16
1,Baseline,32,389.762443,210184.572108,0.000000,0.203815,14
1,Baseline,33,384.152518,155833.011331,0.000000,0.220956,16
1,Baseline,34,384.321220,202698.031119,0.000000,0.177138,15
1,Baseline,35,376.083483,203267.199153,0.000000,0.174853,15
1,Baseline,36,376.083483,203267.199153,0.000000,0.174853,15
1,Baseline,37,375.860613,200753.440550,0.000000,0.186397,15
1,Baseline,38,375.711917,155816.304871,0.000000,0.225884,16
1,Baseline,39,375.725474,209022.885802,0.000000,0.187555,15
1,Baseline,40,375.561039,159453.418602,0.000000,0.231238,16
1,Baseline,41,375.319936,193832.396897,0.000000,0.174581,15
1,Baseline,42,375.319936,193832.396897,0.000000,0.174581,15
1,Baseline,43,374.242266,175614.350469,0.000000,0.160756,15
1,Baseline,44,374.191304,171690.787538,0.000000,0.174351,14
1,Baseline,45,370.146237,174984.188497,0.000000,0.173004,14
1,Baseline,46,370.146237,174984.188497,0.000000,0.173004,14
1,Baseline,47,366.125202,176641.098212,0.000000,0.174290,14
1,Baseline,48,366.125202,176641.098212,0.000000,0.174290,14
1,Baseline,49,363.998359,164991.008556,0.000000,0.172619,14
1,Baseline,50,363.998359,164991.008556,0.000000,0.172619,14
1,Baseline,51,361.763814,163321.622531,0.000000,0.150223,14
1,Baseline,52,361.763814,163321.622531,0.000000,0.150223,14
1,Baseline,53,361.123517,159201.342865,0.000000,0.162467,14
1,Baseline,54,361.123517,159201.342865,0.000000,0.162467,14
1,Baseline,55,360.702911,167271.388001,0.000000,0.163450,14
1,Baseline,56,360.634760,156011.678382,0.000000,0.182313,13
1,Baseline,57,358.090266,170123.532132,0.000000,0.168700,14
1,Baseline,58,358.019326,157063.570153,0.000000,0.188477,13
1,Baseline,59,357.401663,153873.183326,0.000000,0.157910,14
1,Baseline,60,357.337998,143299.435267,0.000000,0.175695,13
1,Baseline,61,352.942215,159472.273765,0.000000,0.153016,14
1,Baseline,62,352.942215,159472.273765,0.000000,0.153016,14
1,Baseline,63,346.458430,158082.957642,0.000000,0.158070,14
1,Baseline,64,346.458430,158082.957642,0.000000,0.158070,14
1,Baseline,65,334.111496,134397.848683,0.000000,0.191895,13
1,Baseline,66,334.175584,146157.978756,0.000000,0.172750,14
1,Baseline,67,334.175584,146157.978756,0.000000,0.172750,14
1,Baseline,68,334.175584,146157.978756,0.000000,0.172750,14
1,Baseline,69,334.111496,134397.848683,0.000000,0.191895,13
1,Baseline,70,334.175584,146157.978756,0.000000,0.172750,14
1,Baseline,71,334.175584,146157.978756,0.000000,0.172750,14
1,Baseline,72,334.111496,134397.848683,0.000000,0.191895,13
1,Baseline,73,334.111496,134397.848683,0.000000,0.191895,13
1,Baseline,74,334.175584,146157.978756,0.000000,0.172750,14
1,Baseline,75,334.111496,134397.848683,0.000000,0.191895,13
1,Baseline,76,334.175584,146157.978756,0.000000,0.172750,14
1,Baseline,77,334.111496,134397.848683,0.000000,0.191895,13
1,Baseline,78,334.175584,146157.978756,0.000000,0.172750,14
1,Baseline,79,334.111496,134397.848683,0.000000,0.191895,13
1,Baseline,80,334.111496,134397.848683,0.000000,0.191895,13
1,Baseline,81,334.111496,134397.848683,0.000000,0.191895,13
1,Baseline,82,334.175584,146157.978756,0.000000,0.172750,14
1,Baseline,83,334.112985,117400.983788,0.000000,0.191451,16
1,Baseline,84,334.111496,134397.848683,0.000000,0.191895,13
1,Baseline,85,334.111496,134397.848683,0.000000,0.191895,13
1,Baseline,86,334.111496,134397.848683,0.000000,0.191895,13
1,Baseline,87,334.111496,134397.848683,0.000000,0.191895,13
1,Baseline,88,334.175584,146157.978756,0.000000,0.172750,14
1,Baseline,89,334.111496,134397.848683,0.000000,0.191895,13
1,Baseline,90,334.175584,146157.978756,0.000000,0.172750,14
1,Baseline,91,334.111496,134397.848683,0.000000,0.191895,13
1,Baseline,92,334.175584,146157.978756,0.000000,0.172750,14
1,Baseline,93,334.175584,146157.978756,0.000000,0.172750,14
1,Baseline,94,334.175584,146157.978756,0.000000,0.172750,14
1,Baseline,95,334.175584,146157.978756,0.000000,0.172750,14
1,Baseline,96,334.111496,134397.848683,0.000000,0.191895,13
1,Baseline,97,334.175584,146157.978756,0.000000,0.172750,14
1,Baseline,98,334.111496,134397.848683,0.000000,0.191895,13
1,Baseline,99,334.111496,134397.848683,0.000000,0.191895,13
1,Baseline,100,334.111496,134397.848683,0.000000,0.191895,13
1,Baseline,101,334.175584,146157.978756,0.000000,0.172750,14
1,Baseline,102,334.175584,146157.978756,0.000000,0.172750,14
1,Baseline,103,334.111496,134397.848683,0.000000,0.191895,13
1,Baseline,104,334.111496,134397.848683,0.000000,0.191895,13
1,Baseline,105,334.111496,134397.848683,0.000000,0.191895,13
1,Baseline,106,334.175584,146157.978756,0.000000,0.172750,14
1,Baseline,107,334.175584,146157.978756,0.000000,0.172750,14
1,Baseline,108,334.111496,134397.848683,0.000000,0.191895,13
1,Baseline,109,334.111496,134397.848683,0.000000,0.191895,13
1,Baseline,110,334.111496,134397.848683,0.000000,0.191895,13
